country,year,pop,continent,lifeExp,gdpPercap,co2Percap,regime
Brazil,1997,166661659,Americas,71.5,13639.39084,2.02,3. Electoral democracy
Brazil,2002,178503484,Americas,73,14197.89149,1.822,3. Electoral democracy
Brazil,2007,188552320,Americas,74.5,16451.32711,2.052,3. Electoral democracy
Brazil,2012,196876111,Americas,75.3,18832.21955,2.76,3. Electoral democracy
Brazil,2017,204703445,Americas,76.1,17724.47996,2.38,3. Electoral democracy
Brazil,2022,210306415,Americas,76.1,18554.04618,2.109,3. Electoral democracy
Brunei,1952,54233,Asia,53,80476.25882,4.63,NA
Brunei,1957,74164,Asia,53.4,88567.46486,7.124,NA
Brunei,1962,96719,Asia,56.4,97353.17855,8.979,NA
Brunei,1967,121017,Asia,61.7,106864.1975,9.921,NA
Brunei,1972,142189,Asia,65.3,124035.1956,21.73,NA
Brunei,1977,169277,Asia,67.7,162217.3119,37.133,NA
Brunei,1982,198165,Asia,69.6,137338.3939,26.678,NA
Brunei,1987,233860,Asia,71.1,115504.0867,20.482,NA
Brunei,1992,269839,Asia,72.3,112469.0835,15.214,NA
Brunei,1997,305341,Asia,73.5,107334.5286,11.745,NA
Brunei,2002,340099,Asia,74.6,102751.4651,9.113,NA
Brunei,2007,370873,Asia,75.9,97391.78044,18.81,NA
Brunei,2012,405557,Asia,77,89718.46366,22.143,NA
Brunei,2017,432772,Asia,77.6,78966.8643,19.416,NA
Brunei,2022,455370,Asia,77.4,76357.8291,24.477,NA
Bulgaria,1952,7361952,Europe,61.2,3473.73416,1.28,1. Closed autocracy
Bulgaria,1957,7649539,Europe,66.4,4020.01296,1.873,1. Closed autocracy
Bulgaria,1962,8008325,Europe,69.5,5344.09974,3.83,1. Closed autocracy
Bulgaria,1967,8311124,Europe,70.6,6586.90107,6.556,1. Closed autocracy
Bulgaria,1972,8579913,Europe,70.9,7529.72867,7.059,1. Closed autocracy
Bulgaria,1977,8804686,Europe,70.8,9090.78847,6.466,1. Closed autocracy
Bulgaria,1982,8912732,Europe,71.2,11430.80422,6.441,1. Closed autocracy
Bulgaria,1987,8976204,Europe,71.3,14044.16431,7.277,1. Closed autocracy
Bulgaria,1992,8559101,Europe,71.2,12270.79939,4.845,3. Electoral democracy
Bulgaria,1997,8217102,Europe,70.7,12052.61047,5.576,3. Electoral democracy
Bulgaria,2002,7861943,Europe,72.1,14180.77345,5.401,3. Electoral democracy
Bulgaria,2007,7586888,Europe,73,20341.2392,6.964,3. Electoral democracy
Bulgaria,2012,7317014,Europe,74.6,22610.05728,5.857,3. Electoral democracy
Bulgaria,2017,7075636,Europe,75.3,26681.42883,5.713,3. Electoral democracy
Bulgaria,2022,6825864,Europe,74.5,32433.14955,5.823,3. Electoral democracy
Burkina Faso,1952,4310351,Africa,44.1,934.73993,0.001,1. Closed autocracy
Burkina Faso,1957,4586572,Africa,44.7,1005.50293,0.001,1. Closed autocracy
Burkina Faso,1962,4919672,Africa,45.2,1042.04929,0.017,2. Electoral autocracy
Burkina Faso,1967,5326348,Africa,45.6,1038.55184,0.019,1. Closed autocracy
Burkina Faso,1972,5807234,Africa,46,1100.33007,0.026,1. Closed autocracy
Burkina Faso,1977,6428734,Africa,47.2,959.13509,0.03,1. Closed autocracy
Burkina Faso,1982,7340197,Africa,49.4,1063.66934,0.073,1. Closed autocracy
Burkina Faso,1987,8457109,Africa,50.3,1209.78488,0.055,1. Closed autocracy
Burkina Faso,1992,9629275,Africa,50.2,1271.21462,0.09,2. Electoral autocracy
Burkina Faso,1997,10934223,Africa,51.1,1388.41119,0.098,2. Electoral autocracy
Burkina Faso,2002,12680897,Africa,54.9,1514.50187,0.116,3. Electoral democracy
Burkina Faso,2007,14816307,Africa,59.8,1732.62043,0.151,3. Electoral democracy
Burkina Faso,2012,17172287,Africa,64.8,2003.66461,0.199,3. Electoral democracy
Burkina Faso,2017,19894407,Africa,66.9,2232.28782,0.262,3. Electoral democracy
Burkina Faso,2022,22509038,Africa,67.8,2466.05331,0.306,1. Closed autocracy
Burundi,1952,2355804,Africa,41.2,765.04365,0.011,1. Closed autocracy
Burundi,1957,2606483,Africa,42.3,825.6233,0.013,1. Closed autocracy
Burundi,1962,2907943,Africa,43.5,742.49548,0.015,1. Closed autocracy
Burundi,1967,3300690,Africa,44.8,854.93118,0.015,1. Closed autocracy
Burundi,1972,3617128,Africa,18.6,916.71227,0.021,1. Closed autocracy
Burundi,1977,3983582,Africa,47.3,1044.95147,0.026,1. Closed autocracy
Burundi,1982,4681390,Africa,48.6,1098.61817,0.036,1. Closed autocracy
Burundi,1987,5247787,Africa,48.8,1308.03219,0.05,1. Closed autocracy
Burundi,1992,5858407,Africa,47.1,1435.73604,0.038,1. Closed autocracy
Burundi,1997,6070042,Africa,43.3,1032.46566,0.041,1. Closed autocracy
Burundi,2002,6824132,Africa,47.8,996.91237,0.032,1. Closed autocracy
Burundi,2007,8161874,Africa,56.7,950.63619,0.024,2. Electoral autocracy
Burundi,2012,10071028,Africa,59.9,958.6574,0.041,2. Electoral autocracy
Burundi,2017,11506762,Africa,61.5,880.99344,0.047,2. Electoral autocracy
Burundi,2022,13321097,Africa,61.6,829.38716,0.051,2. Electoral autocracy
Cambodia,1952,4577961,Asia,45,1278.55575,0.018,1. Closed autocracy
Cambodia,1957,5110434,Asia,47.5,1622.47461,0.03,2. Electoral autocracy
Cambodia,1962,5697558,Asia,50.1,1998.39355,0.051,2. Electoral autocracy
Cambodia,1967,6332944,Asia,52.1,2267.36676,0.067,2. Electoral autocracy
Cambodia,1972,6673886,Asia,45.8,1931.71727,0.028,2. Electoral autocracy
Cambodia,1977,5668551,Asia,26.4,1837.9782,0.033,1. Closed autocracy
Cambodia,1982,5436432,Asia,54,1838.69061,0.177,2. Electoral autocracy
Cambodia,1987,6557970,Asia,57.5,2171.52972,0.216,2. Electoral autocracy
Cambodia,1992,8113083,Asia,58.8,2515.66469,0.207,2. Electoral autocracy
Cambodia,1997,11570982,Asia,60.5,1657.01824,0.193,2. Electoral autocracy
Cambodia,2002,12855241,Asia,64,2152.3577,0.545,2. Electoral autocracy
Cambodia,2007,13841770,Asia,68.2,3305.02309,0.801,2. Electoral autocracy
Cambodia,2012,14945085,Asia,71.1,4159.16354,1.468,2. Electoral autocracy
Cambodia,2017,16073372,Asia,72.8,5632.03126,1.841,2. Electoral autocracy
Cambodia,2022,17201724,Asia,73.3,6458.36815,2.551,2. Electoral autocracy
Cameroon,1952,4464716,Africa,40.6,1519.532,0.063,NA
Cameroon,1957,4878933,Africa,42.4,1710.97686,0.053,NA
Cameroon,1962,5338620,Africa,45.4,1835.44762,0.054,2. Electoral autocracy
Cameroon,1967,5977318,Africa,47.4,1899.76133,0.074,2. Electoral autocracy
Cameroon,1972,6806872,Africa,49,2105.82963,0.102,2. Electoral autocracy
Cameroon,1977,7796501,Africa,50.1,2215.95673,0.085,2. Electoral autocracy
Cameroon,1982,9028678,Africa,51.8,3551.0292,0.236,2. Electoral autocracy
Cameroon,1987,10370749,Africa,54.3,4485.07744,0.076,2. Electoral autocracy
Cameroon,1992,12006353,Africa,54.9,3469.10769,0.264,2. Electoral autocracy
Cameroon,1997,13775214,Africa,53.2,3364.34086,0.294,2. Electoral autocracy
Cameroon,2002,15725528,Africa,51.8,3796.465,0.405,2. Electoral autocracy
Cameroon,2007,18049896,Africa,54.4,4242.1752,0.395,2. Electoral autocracy
Cameroon,2012,20809529,Africa,56.7,4382.11121,0.462,2. Electoral autocracy
Cameroon,2017,24128601,Africa,59.6,4797.97544,0.459,2. Electoral autocracy
Cameroon,2022,27632771,Africa,61.5,4843.65038,0.408,2. Electoral autocracy
Canada,1952,14482799,Americas,69.1,15699.22157,11.045,3. Electoral democracy
Canada,1957,16641330,Americas,70.3,16840.15024,11.049,3. Electoral democracy
Canada,1962,18613601,Americas,71.3,17687.87322,11.14,3. Electoral democracy
Canada,1967,20408780,Americas,72.1,20596.96626,13.891,3. Electoral democracy
Canada,1972,22230880,Americas,72.9,23490.03126,17.545,3. Electoral democracy
Canada,1977,23730340,Americas,74.2,26403.56742,18.127,4. Liberal democracy
Canada,1982,25140164,Americas,75.7,29187.24591,17.763,4. Liberal democracy
Canada,1987,26540921,Americas,76.8,36599.37303,15.829,4. Liberal democracy
Canada,1992,28500059,Americas,77.8,38995.66778,17.381,4. Liberal democracy
Canada,1997,30059089,Americas,78.5,43322.85132,17.875,4. Liberal democracy
Canada,2002,31535577,Americas,79.7,49832.67542,18.5,4. Liberal democracy
Canada,2007,33092171,Americas,80.8,53848.94902,18.162,4. Liberal democracy
Canada,2012,34922516,Americas,81.9,54034.80348,16.622,4. Liberal democracy
Canada,2017,36808497,Americas,82.1,56612.32854,14.439,4. Liberal democracy
Canada,2022,38821259,Americas,81.2,58321.06118,13.173,3. Electoral democracy
Cape Verde,1952,189432,Africa,58.6,1195.76857,0.192,1. Closed autocracy
Cape Verde,1957,200286,Africa,58.2,1106.75867,0.093,1. Closed autocracy
Cape Verde,1962,221919,Africa,58.5,1185.6088,0.087,1. Closed autocracy
Cape Verde,1967,261404,Africa,59.7,1261.77565,0.074,1. Closed autocracy
Cape Verde,1972,297386,Africa,61.7,1397.17654,0.189,1. Closed autocracy
Cape Verde,1977,312834,Africa,64.3,1089.32241,0.295,1. Closed autocracy
Cape Verde,1982,332724,Africa,66.4,1409.44843,0.125,2. Electoral autocracy
Cape Verde,1987,357302,Africa,68.5,1809.0852,0.251,2. Electoral autocracy
Cape Verde,1992,393415,Africa,69.9,2150.38441,0.299,3. Electoral democracy
Cape Verde,1997,432798,Africa,71.3,3374.78541,0.363,3. Electoral democracy
Cape Verde,2002,467046,Africa,72.7,4778.18896,0.621,3. Electoral democracy
Cape Verde,2007,496190,Africa,73.8,6796.34351,1.065,3. Electoral democracy
Cape Verde,2012,511955,Africa,75,7397.82221,1.002,3. Electoral democracy
Cape Verde,2017,512893,Africa,75.3,8234.56,1.126,3. Electoral democracy
Cape Verde,2022,519741,Africa,74.8,8850.10669,1.263,3. Electoral democracy
Central African Republic,1952,1484824,Africa,42.1,1650.61345,0.051,1. Closed autocracy
Central African Republic,1957,1613277,Africa,42.9,1758.58276,0.061,1. Closed autocracy
Central African Republic,1962,1768115,Africa,43.9,1680.81358,0.047,2. Electoral autocracy
Central African Republic,1967,1960444,Africa,44.9,1524.36454,0.054,1. Closed autocracy
Central African Republic,1972,2183769,Africa,46.1,1398.80672,0.09,1. Closed autocracy
Central African Republic,1977,2372930,Africa,47.2,1411.52631,0.063,1. Closed autocracy
Central African Republic,1982,2507375,Africa,48.1,1309.24418,0.061,1. Closed autocracy
Central African Republic,1987,2669155,Africa,49,1368.49347,0.098,2. Electoral autocracy
Central African Republic,1992,3058831,Africa,47.1,1292.78726,0.073,2. Electoral autocracy
Central African Republic,1997,3531700,Africa,44.1,1268.30531,0.072,2. Electoral autocracy
Central African Republic,2002,4006077,Africa,45.2,1284.59771,0.065,2. Electoral autocracy
Central African Republic,2007,4462770,Africa,49.1,1280.71356,0.06,2. Electoral autocracy
Central African Republic,2012,4610848,Africa,51.4,1577.98053,0.066,2. Electoral autocracy
Central African Republic,2017,4793511,Africa,52.6,1103.86609,0.065,2. Electoral autocracy
Central African Republic,2022,5098039,Africa,54.6,1136.80171,0.071,2. Electoral autocracy
Chad,1952,2616313,Africa,44.4,1159.29473,0.016,1. Closed autocracy
Chad,1957,2873083,Africa,44.9,1298.06067,0.019,2. Electoral autocracy
Chad,1962,3175598,Africa,45.4,1417.55204,0.027,2. Electoral autocracy
Chad,1967,3508512,Africa,45,1248.27409,0.034,2. Electoral autocracy
Chad,1972,3893252,Africa,45.3,1192.29481,0.032,1. Closed autocracy
Chad,1977,4331667,Africa,46,1257.54969,0.047,1. Closed autocracy
Chad,1982,4738483,Africa,46.1,876.57785,0.044,1. Closed autocracy
Chad,1987,5438309,Africa,45.6,1254.27051,0.037,1. Closed autocracy
Chad,1992,6474656,Africa,48.6,1549.63137,0.064,1. Closed autocracy
Chad,1997,7670366,Africa,49.5,1442.06525,0.06,2. Electoral autocracy
Chad,2002,9116192,Africa,50.4,1617.6377,0.057,2. Electoral autocracy
Chad,2007,11081660,Africa,52.8,2573.03387,0.079,2. Electoral autocracy
Chad,2012,13210998,Africa,55.2,2887.74825,0.071,2. Electoral autocracy
Chad,2017,15622759,Africa,56.8,2496.49275,0.066,2. Electoral autocracy
Chad,2022,18455316,Africa,57.7,2655.71004,0.072,1. Closed autocracy
Chile,1952,6891989,Americas,53.7,7434.51917,1.545,2. Electoral autocracy
Chile,1957,7651304,Americas,55.9,7622.35365,1.537,2. Electoral autocracy
Chile,1962,8497059,Americas,57.2,7721.04841,1.973,3. Electoral democracy
Chile,1967,9348939,Americas,60.3,8300.72866,2.069,3. Electoral democracy
Chile,1972,10174678,Americas,62.7,8546.46454,2.801,3. Electoral democracy
Chile,1977,11005519,Americas,67.7,7137.38337,2.141,1. Closed autocracy
Chile,1982,11850214,Americas,71.2,8037.16469,2.049,1. Closed autocracy
Chile,1987,12790150,Americas,73.3,9342.97866,1.725,1. Closed autocracy
Chile,1992,13884577,Americas,74.8,13444.56199,2.399,3. Electoral democracy
Chile,1997,14932434,Americas,76.1,17277.31579,3.66,4. Liberal democracy
Chile,2002,15857925,Americas,77.4,18507.13745,3.555,4. Liberal democracy
Chile,2007,16671581,Americas,78.5,22953.69623,4.247,4. Liberal democracy
Chile,2012,17519119,Americas,79.4,26670.49713,5.087,4. Liberal democracy
Chile,2017,18558868,Americas,80.4,27892.99469,4.773,4. Liberal democracy
Chile,2022,19553036,Americas,79.6,29569.47755,4.544,4. Liberal democracy
China,1952,565131438,Asia,49.7,1062.06484,0.22,1. Closed autocracy
China,1957,630356208,Asia,53.3,1087.44801,0.407,1. Closed autocracy
China,1962,665073691,Asia,51.8,759.59164,0.645,1. Closed autocracy
China,1967,761026026,Asia,57.1,899.03233,0.567,1. Closed autocracy
China,1972,863677814,Asia,59.4,929.05209,1.068,1. Closed autocracy
China,1977,943546375,Asia,61.5,917.7058,1.357,1. Closed autocracy
China,1982,1013588179,Asia,63.9,1206.9491,1.382,1. Closed autocracy
China,1987,1096217446,Asia,66.4,1865.27285,1.82,1. Closed autocracy
China,1992,1184574237,Asia,67.3,2464.10795,2.165,1. Closed autocracy
China,1997,1241139622,Asia,69.3,3664.53963,2.455,1. Closed autocracy
China,2002,1286866839,Asia,71.2,4970.91269,2.84,1. Closed autocracy
China,2007,1325813582,Asia,74.3,8108.53713,4.174,1. Closed autocracy
China,2012,1369520864,Asia,77.3,12217.85432,6.189,1. Closed autocracy
China,2017,1412354727,Asia,78.6,16757.97363,6.453,1. Closed autocracy
China,2022,1425179569,Asia,79.9,21499.38228,7.379,1. Closed autocracy
Colombia,1952,12405842,Americas,55.4,4376.61869,0.684,2. Electoral autocracy
Colombia,1957,14270271,Americas,57.3,4580.59776,0.934,1. Closed autocracy
Colombia,1962,16599029,Americas,59.7,4788.61863,1.137,2. Electoral autocracy
Colombia,1967,19235618,Americas,61.5,4952.8284,1.252,2. Electoral autocracy
Colombia,1972,21819563,Americas,64.7,5805.4328,1.465,2. Electoral autocracy
Colombia,1977,24393494,Americas,67.1,6343.92182,1.794,2. Electoral autocracy
Colombia,1982,27338331,Americas,70.2,7413.08399,1.87,2. Electoral autocracy
Colombia,1987,30499467,Americas,70.8,8881.73572,1.853,2. Electoral autocracy
Colombia,1992,33760571,Americas,72.2,10282.19211,1.971,3. Electoral democracy
Colombia,1997,37121149,Americas,74,11569.62746,1.908,3. Electoral democracy
Colombia,2002,40324680,Americas,74.2,10992.22787,1.365,3. Electoral democracy
Colombia,2007,43235374,Americas,77,13353.26412,1.646,3. Electoral democracy
Colombia,2012,45715810,Americas,78.9,15279.479,2.057,3. Electoral democracy
Colombia,2017,48131078,Americas,79.6,16986.03342,2.223,3. Electoral democracy
Colombia,2022,51737944,Americas,78.7,18458.72095,2.389,3. Electoral democracy
Comoros,1952,168976,Africa,51.3,733.38804,0.045,1. Closed autocracy
Comoros,1957,186566,Africa,51.4,800.91555,0.054,1. Closed autocracy
Comoros,1962,204702,Africa,51.6,953.43301,0.056,1. Closed autocracy
Comoros,1967,223859,Africa,52.6,1281.50753,0.085,1. Closed autocracy
Comoros,1972,260077,Africa,54.4,1266.8129,0.123,1. Closed autocracy
Comoros,1977,307579,Africa,57,1306.39321,0.146,2. Electoral autocracy
Comoros,1982,357139,Africa,60.6,1642.40264,0.146,1. Closed autocracy
Comoros,1987,410439,Africa,64.6,1879.49125,0.127,1. Closed autocracy
Comoros,1992,465113,Africa,67.3,2114.42547,0.151,2. Electoral autocracy
Comoros,1997,507777,Africa,69.3,2083.98945,0.161,2. Electoral autocracy
Comoros,2002,558923,Africa,71.1,2314.18283,0.18,NA
Comoros,2007,616927,Africa,72.7,2398.29711,0.16,2. Electoral autocracy
Comoros,2012,681630,Africa,75,2868.39987,0.198,2. Electoral autocracy
Comoros,2017,756669,Africa,75.5,3236.986,0.261,2. Electoral autocracy
Comoros,2022,834188,Africa,75.4,3478.17347,0.287,2. Electoral autocracy
"Congo, Dem. Rep.",1952,12803639,Africa,43.4,1515.60571,0.165,1. Closed autocracy
"Congo, Dem. Rep.",1957,14242279,Africa,44.5,1815.39251,0.235,1. Closed autocracy
"Congo, Dem. Rep.",1962,16075724,Africa,45.3,1847.96463,0.136,2. Electoral autocracy
"Congo, Dem. Rep.",1967,18462782,Africa,46.4,1802.89245,0.125,1. Closed autocracy
"Congo, Dem. Rep.",1972,21251160,Africa,48,1946.56593,0.143,1. Closed autocracy
"Congo, Dem. Rep.",1977,24229061,Africa,49.7,1757.97645,0.144,1. Closed autocracy
"Congo, Dem. Rep.",1982,28338190,Africa,50.8,1666.2212,0.11,1. Closed autocracy
"Congo, Dem. Rep.",1987,33298904,Africa,51.5,1878.32116,0.121,1. Closed autocracy
"Congo, Dem. Rep.",1992,39228910,Africa,52.2,1411.96435,0.075,2. Electoral autocracy
"Congo, Dem. Rep.",1997,46029902,Africa,51.8,1006.13549,0.043,1. Closed autocracy
"Congo, Dem. Rep.",2002,53750524,Africa,52.8,800.59337,0.017,1. Closed autocracy
"Congo, Dem. Rep.",2007,62477752,Africa,55.7,955.42186,0.029,2. Electoral autocracy
"Congo, Dem. Rep.",2012,73254618,Africa,58,1104.66401,0.034,2. Electoral autocracy
"Congo, Dem. Rep.",2017,87083398,Africa,60.2,1253.18735,0.024,2. Electoral autocracy
"Congo, Dem. Rep.",2022,102396968,Africa,60.7,1385.46473,0.026,2. Electoral autocracy
"Congo, Rep.",1952,872682,Africa,37.8,2306.03302,0.144,1. Closed autocracy
"Congo, Rep.",1957,980198,Africa,39.4,2491.99277,0.172,2. Electoral autocracy
"Congo, Rep.",1962,1113175,Africa,41.2,2702.62388,0.223,2. Electoral autocracy
"Congo, Rep.",1967,1278691,Africa,43.1,2925.41658,0.265,1. Closed autocracy
"Congo, Rep.",1972,1486468,Africa,45.9,3642.4046,0.472,1. Closed autocracy
"Congo, Rep.",1977,1707568,Africa,48.9,3565.47417,0.295,1. Closed autocracy
"Congo, Rep.",1982,1910430,Africa,52.3,5475.80576,0.713,1. Closed autocracy
"Congo, Rep.",1987,2183473,Africa,55.2,5685.30238,0.608,1. Closed autocracy
"Congo, Rep.",1992,2519465,Africa,54.9,7603.79419,0.628,2. Electoral autocracy
"Congo, Rep.",1997,2887862,Africa,48.1,7084.17856,0.817,1. Closed autocracy
"Congo, Rep.",2002,3350771,Africa,57,7502.37544,0.174,2. Electoral autocracy
"Congo, Rep.",2007,3980430,Africa,60.4,7334.53258,0.31,2. Electoral autocracy
"Congo, Rep.",2012,4740450,Africa,62.7,9079.68656,0.653,2. Electoral autocracy
"Congo, Rep.",2017,5351011,Africa,63.7,7372.77047,0.623,2. Electoral autocracy
"Congo, Rep.",2022,6035104,Africa,63.5,6205.10504,0.674,2. Electoral autocracy
Costa Rica,1952,991793,Americas,60.3,4269.71806,0.388,3. Electoral democracy
Costa Rica,1957,1186633,Americas,63.9,4801.48905,0.388,3. Electoral democracy
Costa Rica,1962,1429445,Americas,65.5,5359.03512,0.384,3. Electoral democracy
Costa Rica,1967,1689523,Americas,67,6235.12748,0.529,3. Electoral democracy
Costa Rica,1972,1938248,Americas,69.7,7496.77637,1.121,3. Electoral democracy
Costa Rica,1977,2205025,Americas,73.3,8540.35037,2.043,3. Electoral democracy
Costa Rica,1982,2524806,Americas,75.5,8093.5912,1.535,3. Electoral democracy
Costa Rica,1987,2892699,Americas,76.2,9454.01397,1.546,3. Electoral democracy
Costa Rica,1992,3284258,Americas,76.8,11390.84762,1.719,4. Liberal democracy
Costa Rica,1997,3701711,Americas,77.2,12612.74196,1.89,4. Liberal democracy
Costa Rica,2002,4075705,Americas,78.3,14292.54159,2.586,4. Liberal democracy
Costa Rica,2007,4380248,Americas,79.7,17639.71114,2.704,4. Liberal democracy
Costa Rica,2012,4663934,Americas,80,19960.79333,2.554,4. Liberal democracy
Costa Rica,2017,4913177,Americas,80,22622.55345,2.485,4. Liberal democracy
Costa Rica,2022,5081765,Americas,79,24831.71935,2.383,4. Liberal democracy
Cote d'Ivoire,1952,2885711,Africa,42.1,2323.7151,0.118,1. Closed autocracy
Cote d'Ivoire,1957,3329278,Africa,43.1,2526.62133,0.141,1. Closed autocracy
Cote d'Ivoire,1962,3956939,Africa,45.1,2914.66381,0.156,2. Electoral autocracy
Cote d'Ivoire,1967,4799744,Africa,47.4,3509.33696,0.3,1. Closed autocracy
Cote d'Ivoire,1972,5909716,Africa,49.9,4173.61144,0.492,1. Closed autocracy
Cote d'Ivoire,1977,7321950,Africa,52.5,4577.60935,0.595,1. Closed autocracy
Cote d'Ivoire,1982,8907936,Africa,54.6,4683.64226,0.318,1. Closed autocracy
Cote d'Ivoire,1987,10851475,Africa,55.4,4422.75805,0.374,2. Electoral autocracy
Cote d'Ivoire,1992,13200310,Africa,53.6,4162.37855,0.45,2. Electoral autocracy
Cote d'Ivoire,1997,16047170,Africa,51.6,4617.22563,0.419,2. Electoral autocracy
Cote d'Ivoire,2002,18654771,Africa,53.3,4196.07952,0.316,2. Electoral autocracy
Cote d'Ivoire,2007,21030558,Africa,58.1,3960.4846,0.415,2. Electoral autocracy
Cote d'Ivoire,2012,23467078,Africa,60.1,4234.18056,0.509,2. Electoral autocracy
Cote d'Ivoire,2017,26733372,Africa,62.3,5556.11366,0.612,3. Electoral democracy
Cote d'Ivoire,2022,30395002,Africa,63.9,6272.26396,0.596,2. Electoral autocracy
